MAG	Taxonomy	Domain	KigCas0	KigCa35	KigOff0	KigOff40	KigOffSurface	MahCa10	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9	MahCa50	MahCa65	KigCa65	KigOff80	KigC100	MahC100	KigC150	KigC250	KigC300	KigC1200	KigOff120	MahC200	MahC400	Epi	Oxy	Hypo	Completeness	Nb of Scaffolds
K_Offshore_80m_m2_176	Gammaproteobacteria	Bacteria	0.31	0.27	0.21	0.26	0.21	0.19	0.14	0.08	0.14	0.16	0.11	0.08	0.14	0.16	0.11	1.26	0.53	0.75	0.68	0.68	0.87	3	0.6	0.77	2.1	2.28	7.35	89.82	75
M_surface_9_m2_039	Gammaproteobacteria	Bacteria	0.23	0.22	0.08	0.14	0.1	0.16	0.17	0.12	0.14	0.24	0.25	0.12	0.14	0.24	0.25	0.09	0.06	0.16	0.21	0.1	0.16	0.08	0.14	0.21	1.86	0.9	1.06	49.55	50
M_DeepCast_100m_m1_331	Gammaproteobacteria	Bacteria	0.23	0.19	0.09	0.13	0.11	0.14	0.16	0.12	0.14	0.2	0.21	0.12	0.14	0.2	0.21	0.1	0.07	0.18	0.2	0.13	0.18	0.15	0.14	0.21	1.71	0.83	1.18	77.71	888
M_DeepCast_100m_m1_014	Gammaproteobacteria	Bacteria	0.12	0.14	0.05	0.13	0.08	0.3	0.09	0.12	0.14	0.11	0.13	0.12	0.14	0.11	0.13	21.03	10.91	7.1	4.66	6.31	9.31	46.97	5.03	6.49	1.39	32.43	85.88	94.25	46
K_Offshore_surface_m1_032	Gammaproteobacteria	Bacteria	0.16	0.13	0.07	0.11	0.1	0.09	0.12	0.09	0.1	0.15	0.15	0.09	0.1	0.15	0.15	0.06	0.04	0.12	0.15	0.08	0.12	0.05	0.08	0.13	1.29	0.57	0.74	64.23	420
M_surface_9_m2_068	Gammaproteobacteria	Bacteria	0.15	0.13	0.06	0.1	0.07	0.1	0.12	0.09	0.1	0.15	0.19	0.09	0.1	0.15	0.19	0.06	0.04	0.12	0.14	0.08	0.11	0.08	0.09	0.14	1.25	0.63	0.76	84.36	219
K_Offshore_120m_m2_034	Gammaproteobacteria	Bacteria	0.14	0.14	0.06	0.1	0.07	0.11	0.11	0.07	0.09	0.13	0.14	0.07	0.09	0.13	0.14	1.09	0.28	0.36	0.3	0.28	0.42	4.11	0.34	0.4	1.17	1.8	6.21	90.55	254
M_surface_8_m1_253	Gammaproteobacteria	Bacteria	0.14	0.12	0.06	0.1	0.07	0.09	0.11	0.07	0.09	0.15	0.13	0.07	0.09	0.15	0.13	0.06	0.04	0.11	0.13	0.07	0.1	0.06	0.09	0.13	1.14	0.53	0.7	83.14	614
K_Offshore_80m_m1_208	Gammaproteobacteria	Bacteria	0.14	0.13	0.05	0.09	0.06	0.09	0.1	0.07	0.08	0.12	0.13	0.07	0.08	0.12	0.13	0.3	0.12	0.18	0.18	0.13	0.2	0.87	0.15	0.19	1.07	0.82	1.9	85.83	417
M_surface_7_m1_262	Gammaproteobacteria	Bacteria	0.1	0.09	0.04	0.06	0.05	0.06	0.07	0.05	0.08	0.09	0.1	0.05	0.08	0.09	0.1	0.04	0.03	0.07	0.08	0.05	0.07	0.07	0.06	0.09	0.78	0.39	0.5	80.4	773
M_surface_6_m2_085	Gammaproteobacteria	Bacteria	0.1	0.09	0.03	0.05	0.04	0.05	0.06	0.06	0.05	0.09	0.09	0.06	0.05	0.09	0.09	0.03	0.02	0.07	0.08	0.04	0.06	0.03	0.05	0.08	0.72	0.34	0.41	72.47	356
M_DeepCast_65m_mx_133	Gammaproteobacteria	Bacteria	0.03	0.03	0.03	0.04	0.03	0.02	0.04	0.03	0.08	0.04	0.03	0.03	0.08	0.04	0.03	0.07	4.06	1.44	0.47	0.87	0.76	0.47	0.86	0.72	0.39	4.31	5.58	94.81	127
M_DeepCast_65m_m1_270	Gammaproteobacteria	Bacteria	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.03	0.96	1.32	0.28	0.6	0.46	0.12	1.24	0.45	0.13	1.04	4.47	59.52	1058
M_DeepCast_65m_mx_187	Gammaproteobacteria	Bacteria	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.04	1.06	0.13	0.05	0.08	0.08	0.11	0.22	0.11	0.13	1.15	0.79	97.96	1031
K_DeepCast_100m_m2_315	Gammaproteobacteria	Bacteria	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.03	0.01	0.01	0.02	0.03	0.01	0.01	0.01	0.43	0.41	0.21	0.31	0.2	0.05	0.22	0.17	0.12	0.51	1.58	57.96	602
K_Offshore_120m_m1_138	Gammaproteobacteria	Bacteria	0.01	0.01	0	0.01	0	0.02	0	0	0	0.01	0.01	0	0	0.01	0.01	0.5	0.22	0.17	0.12	0.19	0.28	1.3	0.16	0.2	0.07	0.74	2.42	74.75	1388
M_DeepCast_65m_m1_284	Gammaproteobacteria	Bacteria	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.08	10.39	1.96	0.67	1.4	1.6	2.98	1.68	1.02	0.02	10.47	11.29	96.57	212
K_DeepCast_150m_m1_262	Gammaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	5.89	4.96	0.99	1.95	1.77	0.7	3.52	1.15	0.01	5.91	15.04	7.29	45
M_DeepCast_50m_m2_218	Gemmatimonadetes	Bacteria	7.92	6.81	8.62	11.33	9.46	5.61	8.6	7.99	8.04	11.1	10.82	7.99	8.04	11.1	10.82	2.86	2.11	7.48	7.78	4.72	6.71	0.78	4.96	6.75	96.29	42.92	39.17	95.6	120
M_surface_7_m1_048	Gemmatimonadetes	Bacteria	1.13	0.76	0.98	1.35	1.11	0.61	0.96	0.86	0.91	1.46	1.18	0.86	0.91	1.46	1.18	0.28	0.22	0.83	0.87	0.5	0.7	0.07	0.47	0.67	11.31	4.92	4.11	60.39	94
K_Offshore_40m_mx_046	Gemmatimonadetes	Bacteria	0.85	0.68	1.03	1.23	1.06	0.46	0.68	0.42	0.56	0.74	0.61	0.42	0.56	0.74	0.61	0.22	0.17	0.69	0.78	0.48	0.63	0.1	0.43	0.67	8.32	2.72	3.78	92.31	129
K_Offshore_80m_m2_041	Gemmatimonadetes	Bacteria	0.18	0.16	0.24	0.31	0.25	0.12	0.11	0.05	0.09	0.13	0.08	0.05	0.09	0.13	0.08	0.53	0.42	0.5	0.47	0.49	0.53	2.19	0.55	0.52	1.73	1.31	5.25	98.9	97
K_Offshore_120m_m2_168	Gemmatimonadetes	Bacteria	0.03	0.03	0.01	0.02	0.01	0.03	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.34	0.2	0.18	0.13	0.19	0.25	1.52	0.15	0.19	0.21	0.6	2.61	30.87	512
K_Offshore_80m_m1_181	Gemmatimonadetes	Bacteria	0.02	0.03	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.37	0.17	0.13	0.1	0.14	0.17	1.15	0.13	0.15	0.15	0.58	1.96	97.44	49
M_DeepCast_65m_m1_262	Gemmatimonadetes	Bacteria	0	0	0	0	0	0	0.01	0.01	0.04	0.01	0	0.01	0.04	0.01	0	0.05	4.28	1.23	0.44	0.86	0.61	0.35	0.91	0.95	0.09	4.39	5.34	85.71	159
K_Offshore_120m_m2_038	Gemmatimonadetes	Bacteria	0.01	0.01	0	0.01	0	0.01	0	0.01	0.01	0.01	0	0.01	0.01	0.01	0	0.97	0.45	0.27	0.18	0.25	0.44	2.83	0.23	0.28	0.07	1.45	4.48	97.8	191
K_DeepCast_250m_m2_025	Gemmatimonadetes	Bacteria	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0.01	0.08	0.52	1.45	1.11	0.71	0.03	1.17	1.23	0.03	0.11	6.23	32	558
M_DeepCast_65m_mx_163	Gemmatimonadetes	Bacteria	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0.01	0.52	0.94	0.99	1.04	0.72	0.08	1.07	0.85	0.02	0.55	5.68	49.56	1565
M_DeepCast_400m_m2_225	Gemmatimonadetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.19	0.69	0.86	0.65	0	0.68	1.44	0	0.01	4.53	59.06	661
K_Offshore_0m_mx_139	Ignavibacteria	Bacteria	77	96.66	40.66	64.54	84.16	36.71	56.21	51.83	45.75	45.77	52.68	51.83	45.75	45.77	52.68	14.64	9.05	46.92	49.88	28.33	41.24	4.28	50.35	43.35	651.98	219.73	264.35	93.72	117
M_surface_10_mx_236	Ignavibacteria	Bacteria	7.26	11.02	2.56	6.74	8.24	6.3	9.09	21.63	15.25	9.07	15.23	21.63	15.25	9.07	15.23	2.31	1.55	7.26	7	4.11	5.09	4	8.59	7.85	112.41	65.05	43.91	96.99	189
K_Offshore_80m_m2_224	Ignavibacteria	Bacteria	11.78	11.35	2.83	4.88	5.09	6.25	8.56	7.63	7.98	8.71	12.32	7.63	7.98	8.71	12.32	2.68	2.2	7.05	7.58	4.42	6.67	1.33	5.75	6.52	87.39	41.52	39.32	95.9	61
K_DeepCast_100m_m2_316	Ignavibacteria	Bacteria	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	2.39	6.87	7.03	6.36	4.16	0.28	6.61	6.92	0.04	2.41	38.24	97.8	60
K_DeepCast_100m_m2_118	Ignavibacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86	16.45	18.4	17.67	10.22	0.04	20.98	15.2	0.02	1.87	98.96	92.06	162
K_DeepCast_100m_m2_176	Ignavibacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	5.02	17.25	10.72	9.67	7.02	0.2	12.65	7.37	0.01	5.04	64.88	96.37	187
K_DeepCast_250m_m1_364	Ignavibacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.9	2.5	2.35	1.32	0	1.98	2.53	0.01	0.02	11.57	90.71	273
M_DeepCast_400m_m2_062	Ignavibacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	1.09	3.52	5.04	4.6	0	2.48	6.67	0	0.02	23.4	95.06	376
M_DeepCast_65m_m1_282	Ignavibacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0.62	0.3	0.48	0.3	0	0.51	0.37	0	3.49	2.59	93.59	157
K_DeepCast_100m_m2_241	Kirimatiellacea	Bacteria	0	0	0	0	0	0	0	0.02	0.01	0.01	0	0.02	0.01	0.01	0	0	0.01	0.7	0.21	0.29	0.24	0.01	0.5	0.23	0.04	0.05	2.17	54.86	469
K_DeepCast_100m_m2_028	Lentisphaerae	Bacteria	0.02	0.02	0.01	0.02	0.01	0.02	0.02	0.01	0.03	0.02	0.01	0.01	0.03	0.02	0.01	0.02	0.13	5.46	6.07	4.8	2.84	0.04	5.95	5.28	0.19	0.22	30.46	96.11	289
M_DeepCast_200m_m2_085	Lentisphaerae	Bacteria	0.01	0.01	0.01	0	0.01	0	0	0.01	0.01	0.01	0	0.01	0.01	0.01	0	0.01	0.01	0.3	2.74	1.67	0.88	0.02	4.83	2.02	0.07	0.04	12.46	93.24	218
M_DeepCast_400m_m2_230	Lentisphaerae	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	1.76	6.39	4.44	2.68	0.03	7.42	6.64	0.03	0.03	29.37	93.92	145
K_DeepCast_250m_m2_056	Lentisphaerae	Bacteria	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0	1	2.87	2	1.22	0.01	2.75	2.05	0.02	0.02	11.89	91.89	243
M_DeepCast_200m_m2_127	Lentisphaerae	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.65	0.5	0.35	0.23	0.04	1.42	0.45	0.02	0.03	3.64	32.27	356
K_DeepCast_250m_m2_117	Micrarchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	1.44	1.97	1.55	0.88	0	2.43	1.49	0	0.04	9.77	69.78	268
K_DeepCast_150m_m2_121	Micrarchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	1.56	1.08	0.86	0.57	0	1.62	0.71	0	0.01	6.39	48.84	122
K_Offshore_80m_m2_040	Nitrospirae	Bacteria	0.7	0.85	0.39	0.84	0.65	2.9	0.55	0.55	0.22	1.44	0.89	0.55	0.22	1.44	0.89	12.94	5.86	4.2	3.45	4.92	5.92	43.71	6.29	10.41	9.98	21.9	78.9	94.09	33
M_DeepCast_65m_mx_150	Nitrospirae	Bacteria	0.5	0.37	0.31	0.38	0.39	0.28	0.36	0.13	0.26	0.28	0.22	0.13	0.26	0.28	0.22	0.82	4	1.01	0.64	0.75	0.95	2.17	0.92	0.95	3.49	5.71	7.4	96.82	204
M_DeepCast_50m_m2_151	Nitrospirae	Bacteria	0.03	0.17	0.01	0.06	0.03	0.77	0.03	0.07	0.01	0.13	0.05	0.07	0.01	0.13	0.05	18.73	7.45	4.69	3.39	5.58	7.78	45.05	5.25	8.04	1.35	26.44	79.78	96.82	83
K_Offshore_80m_m2_121	Nitrospirae	Bacteria	0.05	0.11	0.02	0.07	0.05	0.51	0.05	0.06	0.02	0.07	0.08	0.06	0.02	0.07	0.08	23.43	25.71	7.84	4.54	7.71	10.89	53.44	7.25	8.96	1.07	49.36	100.63	98.12	97
M_DeepCast_65m_m2_186	Nitrospirae	Bacteria	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.19	0.99	0.27	0.12	0.21	0.25	0.53	0.19	0.2	0.1	1.21	1.77	86.81	398
M_DeepCast_65m_m2_155	Nitrospirae	Bacteria	0.01	0.01	0	0.01	0.01	0.02	0	0	0	0	0	0	0	0	0	0.87	2.02	0.47	0.25	0.44	0.61	2.25	0.39	0.46	0.07	2.91	4.87	96.76	89
K_DeepCast_150m_m2_200	Nitrospirae	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	2.26	0.63	0.93	0.6	0	1.46	0.51	0.01	0.03	6.39	95.45	216
K_DeepCast_250m_m1_045	Nitrospirae	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	2.48	12.53	21.03	15.01	0	9	18.61	0	0.03	78.67	92.73	305
M_DeepCast_200m_m2_046	Nitrospirae	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	1.75	1.47	0.81	0	2.6	0.93	0	0	8.46	94.32	351
K_DeepCast_300m_m2_067	Nitrospirae	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	1.38	1.71	1.25	0	1.45	1.54	0	0	7.7	58.01	269
M_DeepCast_50m_m2_169	Pacearchaeota	Archaea	0.04	0.07	0.02	0.06	0.04	0.11	0.04	0.1	0.03	0.05	0.11	0.1	0.03	0.05	0.11	5.24	1.12	1.39	0.69	0.85	1.65	7.17	1.12	1.23	0.66	6.65	14.09	65.81	43
K_Offshore_80m_m2_097	Pacearchaeota	Archaea	0.01	0.01	0.01	0.07	0.04	0.03	0.01	0.03	0.01	0.01	0.04	0.03	0.01	0.01	0.04	1.17	0.23	0.23	0.15	0.19	0.33	11.24	0.27	0.34	0.27	1.49	12.76	63.24	13
K_Offshore_120m_m2_023	Pacearchaeota	Archaea	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	2.21	0.56	0.31	0.23	0.23	0.52	3.22	0.53	0.63	0.02	2.78	5.67	65.19	31
K_DeepCast_100m_m1_149	Pacearchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.1	2.02	0.56	0.7	0.56	0.05	0.79	0.39	0.01	0.13	5.07	66.74	80
M_DeepCast_400m_m2_303	Pacearchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.93	1.25	1.63	1.1	0	1.87	1.89	0	0.01	8.66	65.58	65
M_DeepCast_400m_m2_082	Pacearchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.46	3.11	3.72	2.28	0	2.31	4.19	0	0.01	16.08	71.88	70
M_DeepCast_65m_m1_132	Parvarchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.29	0.17	0.39	0.24	0.14	0.18	0.19	0	0.65	1.59	48.39	190
M_DeepCast_65m_mx_140	Parvarchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.18	0.1	0.2	0.14	0.03	0.18	0.19	0	0.75	1.02	91.82	255
K_DeepCast_35m_m2_037	Phycisphaerae	Bacteria	49.18	40.58	39.73	49.19	40.21	26.64	26.87	11.34	23.5	34.41	18.75	11.34	23.5	34.41	18.75	15.46	13.24	37.39	47.1	31.86	45.44	19.82	30.62	40.98	360.4	116.7	253.21	90.53	108
M_surface_10_m1_294	Phycisphaerae	Bacteria	13.82	12.65	8.55	13.52	9.47	5.09	5.8	2.14	4.72	4.59	4.05	2.14	4.72	4.59	4.05	2.56	1.72	10.52	13.97	8.01	10.54	1.65	6.09	7.46	84.41	19.77	58.23	85.8	385
M_DeepCast_65m_mx_236	Phycisphaerae	Bacteria	6.43	5.76	4.91	6.75	5.48	5.05	4.96	3.15	4.23	6.45	4.78	3.15	4.23	6.45	4.78	24.33	25.33	14.26	12.57	14.14	19.4	75.88	12.53	16.94	57.93	68.26	165.73	92.8	228
K_Offshore_40m_m2_104	Phycisphaerae	Bacteria	0.64	0.52	3.39	3.67	3.63	0.35	0.28	0.28	0.35	0.49	0.29	0.28	0.35	0.49	0.29	0.21	0.19	0.49	0.54	0.35	0.54	0.32	0.57	0.51	13.9	1.81	3.32	96.59	46
K_Offshore_120m_m2_148	Phycisphaerae	Bacteria	2.08	1.96	1.46	2.21	1.6	0.96	0.91	0.36	0.75	0.82	0.67	0.36	0.75	0.82	0.67	5.64	2.8	3.94	3.81	3.28	4.43	12.84	3.05	3.39	13.78	11.05	34.75	96.21	87
M_surface_10_m2_213	Phycisphaerae	Bacteria	0.64	0.57	0.66	0.7	0.61	1.08	1.94	0.43	1.73	2.46	0.91	0.43	1.73	2.46	0.91	0.74	0.53	0.63	0.72	0.53	0.68	1.06	1.71	2.08	11.74	6.79	7.42	97.73	152
K_Offshore_80m_m2_006	Phycisphaerae	Bacteria	0.66	0.76	0.71	0.88	0.76	0.96	0.97	0.27	0.96	1.69	0.67	0.27	0.96	1.69	0.67	1.02	0.63	1.27	1.29	1.13	1.26	6.42	2.25	2.67	9.3	5.25	16.29	98.86	136
K_DeepCast_35m_m1_102	Phycisphaerae	Bacteria	1.11	1.2	0.72	1.04	0.8	0.86	0.52	0.22	0.42	0.72	0.4	0.22	0.42	0.72	0.4	11.13	10.33	5.89	4.66	6.51	9.38	44.6	5.32	6.16	8.01	23.21	82.52	40.38	288
K_Offshore_surface_m1_005	Phycisphaerae	Bacteria	0.36	0.35	0.62	0.63	0.67	0.33	0.41	0.12	0.37	0.46	0.22	0.12	0.37	0.46	0.22	0.2	0.14	0.32	0.41	0.24	0.3	0.35	0.54	0.61	4.54	1.51	2.77	49.56	804
M_DeepCast_65m_m2_009	Phycisphaerae	Bacteria	0.54	0.51	0.36	0.56	0.39	0.22	0.24	0.09	0.2	0.21	0.16	0.09	0.2	0.21	0.16	0.37	4.84	0.79	0.77	0.71	0.87	0.91	0.79	0.83	3.49	5.88	5.68	96.32	170
K_Offshore_surface_m2_216	Phycisphaerae	Bacteria	0.05	0.04	0.61	0.39	0.48	0.04	0.08	0.02	0.07	0.12	0.03	0.02	0.07	0.12	0.03	0.03	0.03	0.05	0.05	0.04	0.06	0.12	0.08	0.09	1.93	0.3	0.5	39.74	289
K_Offshore_120m_m2_041	Phycisphaerae	Bacteria	0.09	0.07	0.08	0.1	0.08	0.06	0.05	0.03	0.05	0.06	0.03	0.03	0.05	0.06	0.03	0.6	0.51	0.4	0.29	0.31	0.4	2.18	0.39	0.38	0.7	1.28	4.34	88.12	630
M_DeepCast_65m_mx_077	Phycisphaerae	Bacteria	0	0	0	0	0	0.02	0	0	0.01	0.01	0	0	0.01	0.01	0	0.02	3.79	1.28	0.68	1.01	0.65	0.2	1.04	0.73	0.05	3.83	5.58	97.73	104
M_DeepCast_200m_m1_014	Phycisphaerae	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.38	1	0.84	0.51	0	1.54	1.46	0	0.01	5.74	49.82	1050
M_DeepCast_10m_m2_123	Planctomycetes	Bacteria	12.1	18.64	3.54	6.85	7.55	7.64	20.29	24.52	16.5	18.3	17.82	24.52	16.5	18.3	17.82	3.42	2.1	8.72	10.29	6.23	7.2	2.72	16.05	14.37	153.75	82.65	65.59	57.76	1790
K_Offshore_0m_mx_037	Planctomycetes	Bacteria	18.17	11.72	16.9	14.2	17.46	8.85	13.81	4.28	8.91	7.12	7.41	4.28	8.91	7.12	7.41	3.38	2.5	11.87	11.07	8.46	13.41	0.35	7.48	8.44	128.83	33.59	61.08	83.24	172
M_surface_7_m1_301	Planctomycetes	Bacteria	22.49	21.3	6.76	11.89	7.41	13.54	11.38	2.75	7.08	11.09	6.22	2.75	7.08	11.09	6.22	4.72	4.6	14.38	15.18	11.11	19.41	0.2	13.4	17.13	121.92	36.47	90.79	47.12	11
M_DeepCast_100m_m2_158	Planctomycetes	Bacteria	2.9	3.5	0.91	1.87	1.69	2.41	4.75	9.34	4.29	4.09	4.21	9.34	4.29	4.09	4.21	0.9	0.69	1.75	1.95	1.31	1.71	0.69	3.63	4.13	39.96	23.51	15.16	46.11	949
K_Offshore_surface_mx_256	Planctomycetes	Bacteria	2.63	2.42	2.77	2.6	4.43	1.26	1.82	0.87	1.24	1.05	1.09	0.87	1.24	1.05	1.09	0.63	0.5	2.3	2.09	1.64	1.94	0.39	2.1	1.84	22.18	5.39	12.3	95.4	162
K_DeepCast_35m_m2_150	Planctomycetes	Bacteria	1.59	2.24	0.9	0.95	1.87	0.71	0.82	0.16	0.66	0.71	0.35	0.16	0.66	0.71	0.35	0.51	0.43	1.63	1.49	1.1	1.19	0.17	2.01	1.65	10.96	2.81	9.24	97.7	503
K_Offshore_80m_m2_029	Planctomycetes	Bacteria	1.2	1.08	0.45	0.77	0.7	1.83	0.41	0.19	0.23	0.84	0.41	0.19	0.23	0.84	0.41	7.39	5.6	3.76	2.86	3.59	6.5	16.39	5.32	5.64	8.11	14.66	44.05	99.87	213
K_DeepCast_35m_m1_264	Planctomycetes	Bacteria	0.79	1.21	0.32	0.62	0.75	0.56	0.45	0.26	0.72	0.66	0.52	0.26	0.72	0.66	0.52	0.38	0.33	0.95	0.83	0.64	0.67	0.54	1.19	1.14	6.86	2.87	5.96	91.85	620
K_Offshore_surface_mx_130	Planctomycetes	Bacteria	0.11	0.13	0.41	0.49	0.83	0.07	0.08	0.07	0.12	0.09	0.09	0.07	0.12	0.09	0.09	0.03	0.03	0.1	0.1	0.07	0.09	0.09	0.11	0.11	2.5	0.43	0.66	92.87	1143
K_Offshore_surface_m1_204	Planctomycetes	Bacteria	0.18	0.18	0.51	0.56	0.61	0.08	0.08	0.02	0.07	0.09	0.04	0.02	0.07	0.09	0.04	0.1	0.05	0.17	0.17	0.13	0.16	0.3	0.16	0.19	2.42	0.37	1.28	74.47	1063
M_DeepCast_100m_mx_241	Planctomycetes	Bacteria	0.17	0.18	0.1	0.17	0.15	0.42	0.18	0.13	0.15	0.22	0.16	0.13	0.15	0.22	0.16	0.28	0.42	0.14	0.15	0.12	0.15	0.15	1.05	0.89	2.02	1.36	2.64	52.31	2480
M_DeepCast_200m_m1_344	Planctomycetes	Bacteria	0.2	0.18	0.09	0.11	0.15	0.09	0.14	0.16	0.11	0.14	0.11	0.16	0.11	0.14	0.11	0.08	0.05	0.13	0.13	0.12	0.14	0.11	0.23	0.22	1.46	0.64	1.09	54.73	1216
K_Offshore_80m_m1_186	Planctomycetes	Bacteria	0.03	0.06	0.12	0.14	0.11	0.15	0.02	0.01	0.02	0.04	0.01	0.01	0.02	0.04	0.01	4.89	1.26	1.82	1.54	1.66	1.97	8.39	2.6	2.59	0.71	6.23	20.58	97.73	182
K_DeepCast_65m_m1_055	Planctomycetes	Bacteria	0.05	0.08	0.02	0.03	0.02	0.33	0.02	0.01	0.02	0.05	0.02	0.01	0.02	0.05	0.02	2.23	1.27	0.83	0.61	0.65	1.05	3.68	2.47	1.99	0.65	3.59	11.28	96.48	141
M_surface_8_m1_183	Planctomycetes	Bacteria	0.09	0.07	0.04	0.04	0.06	0.05	0.05	0.02	0.04	0.08	0.03	0.02	0.04	0.08	0.03	0.04	0.03	0.08	0.07	0.06	0.07	0.04	0.1	0.1	0.56	0.23	0.51	52	1204
K_DeepCast_300m_m2_173	Planctomycetes	Bacteria	0.06	0.05	0.05	0.05	0.05	0.03	0.04	0.03	0.03	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.05	0.55	1.78	2.06	1.98	0.06	1.88	3.42	0.46	0.23	11.73	76.32	3204
K_Offshore_120m_mx_222	Planctomycetes	Bacteria	0.05	0.06	0.03	0.05	0.04	0.06	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	1.56	1.31	1.16	0.52	0.9	1.23	4.47	1.14	0.72	0.42	2.98	10.14	94.32	548
K_Offshore_80m_m1_160	Planctomycetes	Bacteria	0.06	0.06	0.02	0.03	0.03	0.07	0.03	0.02	0.02	0.04	0.03	0.02	0.02	0.04	0.03	0.5	0.32	0.4	0.25	0.39	0.43	1.63	0.47	0.31	0.4	0.92	3.88	97.47	1134
K_Offshore_80m_m2_128	Planctomycetes	Bacteria	0.05	0.05	0.02	0.03	0.02	0.06	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.03	0.02	0.92	0.39	0.63	0.4	0.56	0.96	2.54	0.4	0.35	0.35	1.4	5.84	95.45	372
K_DeepCast_300m_mx_075	Planctomycetes	Bacteria	0.03	0.03	0.02	0.03	0.03	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.03	0.04	0.48	1.68	1.93	1.87	0.04	1.81	3.38	0.26	0.13	11.21	66.59	1083
K_Offshore_80m_m2_185	Planctomycetes	Bacteria	0.03	0.03	0.02	0.05	0.03	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.04	0.03	0.07	0.06	0.09	0.1	0.81	0.07	0.07	0.25	0.12	1.27	92.95	590
M_DeepCast_65m_m2_061	Planctomycetes	Bacteria	0.03	0.03	0.02	0.03	0.02	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.2	3.48	0.15	0.13	0.14	0.19	0.46	0.46	0.35	0.24	3.75	1.87	96.02	232
K_DeepCast_100m_mx_218	Planctomycetes	Bacteria	0	0	0	0	0.02	0.05	0.04	0.01	0.01	0	0.01	0.01	0.01	0	0.01	0.06	0.64	1	0.34	0.43	0.27	0.12	1.05	0.47	0.15	0.73	3.7	92.47	809
M_DeepCast_50m_m2_137	Planctomycetes	Bacteria	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.84	0.98	0.65	0.43	0.44	0.7	2.51	0.92	0.74	0.13	2.85	6.39	94.09	162
